type,obf_class,obf_name,searge_name,mcp_name,side,desc
method,aqn$b,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqn$b,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqn$b,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqn$c,a (Ladm;Laqe;I)Z,func_74935_a,,,
method,aqn$c,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqn$c,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqn$d,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqn$d,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqn$d,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqn,a ()V,func_143045_a,registerScatteredFeaturePieces,2,
method,aqo,a ()Ljava/lang/String;,func_143025_a,getStructureName,2,
method,aqo,a (II)Z,func_75047_a,canSpawnStructureAtCoords,2,
method,aqo,b (II)Laqu;,func_75049_b,getStructureStart,2,
method,aqo,z_ ()Ljava/util/List;,func_75052_o_,getCoordList,2,"Returns a list of other locations at which the structure generation has been run, or null if not relevant to this structure generator."
method,aqp$1,a (I)Z,func_75189_a,canSpawnMoreStructuresOfType,2,
method,aqp$2,a (I)Z,func_75189_a,canSpawnMoreStructuresOfType,2,
method,aqp$a,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqp$a,a (Laqt;Ljava/util/List;Ljava/util/Random;)V,func_74861_a,buildComponent,2,"Initiates construction of the Structure Component picked, at the current Location of StructGen"
method,aqp$a,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqp$a,a (Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqp$a;,func_175868_a,,,
method,aqp$a,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqp$b,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqp$b,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqp$b,a (Ljava/util/List;Ljava/util/Random;IIILcq;)Laqe;,func_175869_a,,,
method,aqp$b,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqp$c,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqp$c,a (Laqt;Ljava/util/List;Ljava/util/Random;)V,func_74861_a,buildComponent,2,"Initiates construction of the Structure Component picked, at the current Location of StructGen"
method,aqp$c,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqp$c,a (Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqp$c;,func_175866_a,,,
method,aqp$c,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqp$d,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqp$d,a (Laqt;Ljava/util/List;Ljava/util/Random;)V,func_74861_a,buildComponent,2,"Initiates construction of the Structure Component picked, at the current Location of StructGen"
method,aqp$d,a (Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqp$d;,func_175867_a,,,
method,aqp$e,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqp$e,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqp$e,a (Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqp$e;,func_175864_a,,,
method,aqp$e,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqp$f,a ()Z,func_75190_a,canSpawnMoreStructures,2,
method,aqp$f,a (I)Z,func_75189_a,canSpawnMoreStructuresOfType,2,
method,aqp$g,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqp$g,a (Laqt;Ljava/util/List;Ljava/util/Random;)V,func_74861_a,buildComponent,2,"Initiates construction of the Structure Component picked, at the current Location of StructGen"
method,aqp$g,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqp$g,a (Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqp$g;,func_175865_a,,,
method,aqp$g,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqp$h,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqp$h,a (Laqt;Ljava/util/List;Ljava/util/Random;)V,func_74861_a,buildComponent,2,"Initiates construction of the Structure Component picked, at the current Location of StructGen"
method,aqp$h,a (Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqp$h;,func_175860_a,,,
method,aqp$i,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqp$i,a (Laqt;Ljava/util/List;Ljava/util/Random;)V,func_74861_a,buildComponent,2,"Initiates construction of the Structure Component picked, at the current Location of StructGen"
method,aqp$j,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqp$j,a (Laqt;Ljava/util/List;Ljava/util/Random;)V,func_74861_a,buildComponent,2,"Initiates construction of the Structure Component picked, at the current Location of StructGen"
method,aqp$j,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqp$j,a (Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqp$j;,func_175859_a,,,
method,aqp$j,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqp$k,a (Ljava/util/Random;IIIZ)V,func_75062_a,selectBlocks,2,picks Block Ids and Metadata (Silverfish)
method,aqp$l,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqp$l,a (Laqt;Ljava/util/List;Ljava/util/Random;)V,func_74861_a,buildComponent,2,"Initiates construction of the Structure Component picked, at the current Location of StructGen"
method,aqp$l,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqp$l,a (Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqp$l;,func_175863_a,,,
method,aqp$l,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqp$m,a ()Lcj;,func_180776_a,getBoundingBoxCenter,2,
method,aqp$n,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqp$n,a (Laqt;Ljava/util/List;Ljava/util/Random;)V,func_74861_a,buildComponent,2,"Initiates construction of the Structure Component picked, at the current Location of StructGen"
method,aqp$n,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqp$n,a (Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqp$n;,func_175862_a,,,
method,aqp$n,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqp$o,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqp$o,a (Laqt;Ljava/util/List;Ljava/util/Random;)V,func_74861_a,buildComponent,2,"Initiates construction of the Structure Component picked, at the current Location of StructGen"
method,aqp$o,a (Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqp$o;,func_175861_a,,,
method,aqp$p$a,valueOf (Ljava/lang/String;)Laqp$p$a;,valueOf,,,
method,aqp$p$a,values ()[Laqp$p$a;,values,,,
method,aqp$p,a (Ladm;Ljava/util/Random;Laqe;Laqp$p$a;III)V,func_74990_a,placeDoor,2,builds a door of the enumerated types (empty opening is a door)
method,aqp$p,a (Laqe;)Z,func_74991_a,canStrongholdGoDeeper,2,returns false if the Structure Bounding Box goes below 10
method,aqp$p,a (Laqp$m;Ljava/util/List;Ljava/util/Random;II)Laqt;,func_74986_a,getNextComponentNormal,2,Gets the next component in any cardinal direction
method,aqp$p,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqp$p,a (Ljava/util/Random;)Laqp$p$a;,func_74988_a,getRandomDoor,2,
method,aqp$p,b (Laqp$m;Ljava/util/List;Ljava/util/Random;II)Laqt;,func_74989_b,getNextComponentX,2,Gets the next component in the +/- X direction
method,aqp$p,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqp$p,c (Laqp$m;Ljava/util/List;Ljava/util/Random;II)Laqt;,func_74987_c,getNextComponentZ,2,Gets the next component in the +/- Z direction
method,aqp,a ()V,func_143046_a,registerStrongholdPieces,2,
method,aqp,a (Laqp$m;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqt;,access$000,,,
method,aqp,a (Ljava/lang/Class;)Ljava/lang/Class;,access$102,,,
method,aqp,a (Ljava/lang/Class;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqp$p;,func_175954_a,,,
method,aqp,b ()V,func_75198_a,prepareStructurePieces,2,sets up Arrays with the Structure pieces and their weights
method,aqp,b (Laqp$m;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqp$p;,func_175955_b,,,
method,aqp,c ()Laqp$k;,access$200,,,
method,aqp,c (Laqp$m;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqt;,func_175953_c,,,
method,aqp,d ()Z,func_75202_c,canAddStructurePieces,2,
method,aqq$1,a ()Ljava/lang/String;,call,,,
method,aqq$1,call ()Ljava/lang/Object;,call,,,
method,aqq$2,a ()Ljava/lang/String;,call,,,
method,aqq$2,call ()Ljava/lang/Object;,call,,,
method,aqq$3,a ()Ljava/lang/String;,call,,,
method,aqq$3,call ()Ljava/lang/Object;,call,,,
method,aqq,a ()Ljava/lang/String;,func_143025_a,getStructureName,2,
method,aqq,a (II)Z,func_75047_a,canSpawnStructureAtCoords,2,
method,aqq,a (IILaqu;)V,func_143026_a,setStructureStart,2,
method,aqq,a (Ladm;)V,func_143027_a,initializeStructureData,2,
method,aqq,a (Ladm;IIIILans;)V,func_180701_a,recursiveGenerate,2,Recursively called by generate()
method,aqq,a (Ladm;Lcj;)Z,func_175796_a,isPositionInStructure,2,
method,aqq,a (Ladm;Ljava/util/Random;Ladg;)Z,func_175794_a,generateStructure,2,
method,aqq,b (II)Laqu;,func_75049_b,getStructureStart,2,
method,aqq,b (Ladm;Lcj;)Lcj;,func_180706_b,getClosestStrongholdPos,2,
method,aqq,b (Lcj;)Z,func_175795_b,,,
method,aqq,c (Lcj;)Laqu;,func_175797_c,,,
method,aqq,z_ ()Ljava/util/List;,func_75052_o_,getCoordList,2,"Returns a list of other locations at which the structure generation has been run, or null if not relevant to this structure generator."
method,aqr,a (Laqt;)Ljava/lang/String;,func_143036_a,getStructureComponentName,2,
method,aqr,a (Laqu;)Ljava/lang/String;,func_143033_a,getStructureStartName,2,
method,aqr,a (Ldn;Ladm;)Laqu;,func_143035_a,getStructureStart,2,
method,aqr,a (Ljava/lang/Class;Ljava/lang/String;)V,func_143031_a,registerStructureComponent,2,
method,aqr,b (Ldn;Ladm;)Laqt;,func_143032_b,getStructureComponent,2,
method,aqr,b (Ljava/lang/Class;Ljava/lang/String;)V,func_143034_b,registerStructure,2,
method,aqs,a ()Ldn;,func_143041_a,getTagCompound,2,
method,aqs,a (Ldn;)V,func_76184_a,readFromNBT,2,reads in data from the NBTTagCompound into this MapDataBase
method,aqs,a (Ldn;II)V,func_143043_a,writeInstance,2,"Writes the NBT tag of an instance of this structure type to the internal NBT tag, using the chunkcoordinates as the key"
method,aqs,b (II)Ljava/lang/String;,func_143042_b,formatChunkCoords,2,
method,aqs,b (Ldn;)V,func_76187_b,writeToNBT,2,"write data to NBTTagCompound from this MapDataBase, similar to Entities and TileEntities"
method,aqt$a,a ()Lalz;,func_180780_a,getBlockState,2,
method,aqt$a,a (Ljava/util/Random;IIIZ)V,func_75062_a,selectBlocks,2,picks Block Ids and Metadata (Silverfish)
method,aqt,a ()Lcj;,func_180776_a,getBoundingBoxCenter,2,
method,aqt,a (II)I,func_74865_a,getXWithOffset,2,
method,aqt,a (III)V,func_181138_a,,,
method,aqt,a (Ladm;IIILaqe;)Lalz;,func_175807_a,getBlockStateFromPos,2,
method,aqt,a (Ladm;Lalz;IIILaqe;)V,func_175811_a,setBlockState,2,
method,aqt,a (Ladm;Laqe;)Z,func_74860_a,isLiquidInStructureBoundingBox,2,checks the entire StructureBoundingBox for Liquids
method,aqt,a (Ladm;Laqe;IIIIII)V,func_74878_a,fillWithAir,2,"arguments: (World worldObj, StructureBoundingBox structBB, int minX, int minY, int minZ, int maxX, int maxY, int maxZ)"
method,aqt,a (Ladm;Laqe;IIIIIILalz;Lalz;Z)V,func_175804_a,fillWithBlocks,2,Fill the given area with the selected blocks
method,aqt,a (Ladm;Laqe;IIIIIILalz;Z)V,func_180777_a,randomlyRareFillWithBlocks,2,
method,aqt,a (Ladm;Laqe;IIIIIIZLjava/util/Random;Laqt$a;)V,func_74882_a,fillWithRandomizedBlocks,2,"arguments: World worldObj, StructureBoundingBox structBB, int minX, int minY, int minZ, int maxX, int maxY, int maxZ, boolean alwaysreplace, Random rand, StructurePieceBlockSelector blockselector"
method,aqt,a (Ladm;Laqe;Ljava/util/Random;FIIIIIILalz;Lalz;Z)V,func_175805_a,,,
method,aqt,a (Ladm;Laqe;Ljava/util/Random;FIIILalz;)V,func_175809_a,randomlyPlaceBlock,2,
method,aqt,a (Ladm;Laqe;Ljava/util/Random;IIIILjava/util/List;I)Z,func_175806_a,generateDispenserContents,2,
method,aqt,a (Ladm;Laqe;Ljava/util/Random;IIILcq;)V,func_175810_a,placeDoorCurrentPosition,2,Places door on given position
method,aqt,a (Ladm;Laqe;Ljava/util/Random;IIILjava/util/List;I)Z,func_180778_a,generateChestContents,2,
method,aqt,a (Ladm;Ldn;)V,func_143009_a,readStructureBaseNBT,2,"Reads and sets structure base data (boundingbox, {@link net.minecraft.world.gen.structure.StructureComponent#coordBaseMode coordBase} and {@link net.minecraft.world.gen.structure.StructureComponent#componentType componentType})"
method,aqt,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqt,a (Lafh;I)I,func_151555_a,getMetadataWithOffset,2,"Returns the direction-shifted metadata for blocks that require orientation, e.g. doors, stairs, ladders."
method,aqt,a (Laqt;Ljava/util/List;Ljava/util/Random;)V,func_74861_a,buildComponent,2,"Initiates construction of the Structure Component picked, at the current Location of StructGen"
method,aqt,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqt,a (Ljava/util/List;Laqe;)Laqt;,func_74883_a,findIntersecting,2,Discover if bounding box can fit within the current bounding box object.
method,aqt,b ()Ldn;,func_143010_b,createStructureBaseNBT,2,"Writes structure base data (id, boundingbox, {@link net.minecraft.world.gen.structure.StructureComponent#coordBaseMode coordBase} and {@link net.minecraft.world.gen.structure.StructureComponent#componentType componentType}) to new NBTTagCompound and returns it."
method,aqt,b (II)I,func_74873_b,getZWithOffset,2,
method,aqt,b (Ladm;IIILaqe;)V,func_74871_b,clearCurrentPositionBlocksUpwards,2,Deletes all continuous blocks from selected position upwards. Stops at hitting air.
method,aqt,b (Ladm;Lalz;IIILaqe;)V,func_175808_b,replaceAirAndLiquidDownwards,2,Replaces air and liquid from given position downwards. Stops when hitting anything else than air or liquid
method,aqt,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqt,c ()Laqe;,func_74874_b,getBoundingBox,2,
method,aqt,d ()I,func_74877_c,getComponentType,2,Returns the component type ID of this component.
method,aqt,d (I)I,func_74862_a,getYWithOffset,2,
method,aqu,a ()Laqe;,func_75071_a,getBoundingBox,2,
method,aqu,a (II)Ldn;,func_143021_a,writeStructureComponentsToNBT,2,
method,aqu,a (Ladg;)Z,func_175788_a,,,
method,aqu,a (Ladm;Ldn;)V,func_143020_a,readStructureComponentsFromNBT,2,
method,aqu,a (Ladm;Ljava/util/Random;I)V,func_75067_a,markAvailableHeight,2,"offsets the structure Bounding Boxes up to a certain height, typically 63 - 10"
method,aqu,a (Ladm;Ljava/util/Random;II)V,func_75070_a,setRandomHeight,2,
method,aqu,a (Ladm;Ljava/util/Random;Laqe;)V,func_75068_a,generateStructure,2,Keeps iterating Structure Pieces and spawning them until the checks tell it to stop
method,aqu,a (Ldn;)V,func_143022_a,writeToNBT,2,
method,aqu,b ()Ljava/util/LinkedList;,func_75073_b,getComponents,2,
method,aqu,b (Ladg;)V,func_175787_b,,,
method,aqu,b (Ldn;)V,func_143017_b,readFromNBT,2,
method,aqu,c ()V,func_75072_c,updateBoundingBox,2,Calculates total bounding box based on components' bounding boxes and saves it to boundingBox
method,aqu,d ()Z,func_75069_d,isSizeableStructure,2,"currently only defined for Villages, returns true if Village has more than 2 non-road components"
method,aqu,e ()I,func_143019_e,getChunkPosX,2,
method,aqu,f ()I,func_143018_f,getChunkPosZ,2,
method,aqv$a,a (Ldn;)V,func_143022_a,writeToNBT,2,
method,aqv$a,b (Ldn;)V,func_143017_b,readFromNBT,2,
method,aqv$a,d ()Z,func_75069_d,isSizeableStructure,2,"currently only defined for Villages, returns true if Village has more than 2 non-road components"
method,aqv,a ()Ljava/lang/String;,func_143025_a,getStructureName,2,
method,aqv,a (II)Z,func_75047_a,canSpawnStructureAtCoords,2,
method,aqv,b (II)Laqu;,func_75049_b,getStructureStart,2,
method,aqw$a,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqw$a,a (Laqw$k;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqw$a;,func_175850_a,,,
method,aqw$a,c (II)I,func_180779_c,,,
method,aqw$b,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqw$b,a (Laqw$k;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqw$b;,func_175851_a,,,
method,aqw$b,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqw$b,a (Ljava/util/Random;)Lafh;,func_151559_a,,,
method,aqw$b,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqw$c,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqw$c,a (Laqw$k;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqw$c;,func_175852_a,,,
method,aqw$c,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqw$c,a (Ljava/util/Random;)Lafh;,func_151560_a,,,
method,aqw$c,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqw$d,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqw$d,a (Laqw$k;Ljava/util/List;Ljava/util/Random;IIILcq;)Laqe;,func_175856_a,,,
method,aqw$e,a ()Z,func_75086_a,canSpawnMoreVillagePieces,2,
method,aqw$e,a (I)Z,func_75085_a,canSpawnMoreVillagePiecesOfType,2,
method,aqw$f,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqw$f,a (Laqw$k;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqw$f;,func_175857_a,,,
method,aqw$f,c (II)I,func_180779_c,,,
method,aqw$g,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqw$g,a (Laqw$k;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqw$g;,func_175858_a,,,
method,aqw$g,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqw$g,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqw$h,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqw$h,a (Laqw$k;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqw$h;,func_175853_a,,,
method,aqw$h,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqw$h,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqw$i,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqw$i,a (Laqw$k;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqw$i;,func_175854_a,,,
method,aqw$i,c (II)I,func_180779_c,,,
method,aqw$j,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqw$j,a (Laqw$k;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqw$j;,func_175855_a,,,
method,aqw$j,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqw$j,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqw$j,c (II)I,func_180779_c,,,
method,aqw$k,e ()Laec;,func_74925_d,getWorldChunkManager,2,
method,aqw$l,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqw$l,a (Laqt;Ljava/util/List;Ljava/util/Random;)V,func_74861_a,buildComponent,2,"Initiates construction of the Structure Component picked, at the current Location of StructGen"
method,aqw$l,a (Laqw$k;Ljava/util/List;Ljava/util/Random;IIILcq;)Laqe;,func_175848_a,,,
method,aqw$l,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqw$l,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqw$m,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqw$m,a (Laqw$k;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqw$m;,func_175849_a,,,
method,aqw$n,a (Ladm;Lalz;IIILaqe;)V,func_175811_a,setBlockState,2,
method,aqw$n,a (Ladm;Laqe;IIII)V,func_74893_a,spawnVillagers,2,"Spawns a number of villagers in this component. Parameters: world, component bounding box, x offset, y offset, z offset, number of villagers"
method,aqw$n,a (Ladm;Laqe;IIIIIILalz;Lalz;Z)V,func_175804_a,fillWithBlocks,2,Fill the given area with the selected blocks
method,aqw$n,a (Lalz;)Lalz;,func_175847_a,,,
method,aqw$n,a (Laqe;)Z,func_74895_a,canVillageGoDeeper,2,
method,aqw$n,a (Laqw$k;Ljava/util/List;Ljava/util/Random;II)Laqt;,func_74891_a,getNextComponentNN,2,"Gets the next village component, with the bounding box shifted -1 in the X and Z direction."
method,aqw$n,a (Ldn;)V,func_143012_a,writeStructureToNBT,2,(abstract) Helper method to write subclass data to NBT
method,aqw$n,a (Z)V,func_175846_a,,,
method,aqw$n,b (Ladm;Lalz;IIILaqe;)V,func_175808_b,replaceAirAndLiquidDownwards,2,Replaces air and liquid from given position downwards. Stops when hitting anything else than air or liquid
method,aqw$n,b (Ladm;Laqe;)I,func_74889_b,getAverageGroundLevel,2,Discover the y coordinate that will serve as the ground level of the supplied BoundingBox. (A median of all the levels in the BB's horizontal rectangle).
method,aqw$n,b (Laqw$k;Ljava/util/List;Ljava/util/Random;II)Laqt;,func_74894_b,getNextComponentPP,2,"Gets the next village component, with the bounding box shifted +1 in the X and Z direction."
method,aqw$n,b (Ldn;)V,func_143011_b,readStructureFromNBT,2,(abstract) Helper method to read subclass data from NBT
method,aqw$n,c (II)I,func_180779_c,,,
method,aqw$p,a (Ladm;Ljava/util/Random;Laqe;)Z,func_74875_a,addComponentParts,2,"second Part of Structure generating, this for example places Spiderwebs, Mob Spawners, it closes Mineshafts at the end, it adds Fences..."
method,aqw$p,a (Laqt;Ljava/util/List;Ljava/util/Random;)V,func_74861_a,buildComponent,2,"Initiates construction of the Structure Component picked, at the current Location of StructGen"
method,aqw,a ()V,func_143016_a,registerVillagePieces,2,
method,aqw,a (Laqw$k;Laqw$e;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqw$n;,func_176065_a,,,
method,aqw,a (Laqw$k;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqt;,access$000,,,
method,aqw,a (Ljava/util/List;)I,func_75079_a,,,
method,aqw,a (Ljava/util/Random;I)Ljava/util/List;,func_75084_a,getStructureVillageWeightedPieceList,2,
method,aqw,b (Laqw$k;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqt;,access$100,,,
method,aqw,c (Laqw$k;Ljava/util/List;Ljava/util/Random;IIILcq;I)Laqw$n;,func_176067_c,,,
